ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-c25880,A-9289f6,6/1/2023,6/2/2023 11:00,35,medium,59,5,FALSE
T-c87e58,A-716841,12/11/2023,12/13/2023 16:00,64,low,102,5,FALSE
T-8d611d,A-2e3bad,2/8/2023,2/9/2023 7:00,31,medium,125,3,FALSE
T-a7ddd2,A-1ac5e0,3/29/2023,3/31/2023 12:00,60,high,169,,FALSE
T-e44461,A-7f29a7,7/8/2024,7/9/2024 0:00,24,urgent,5,4,FALSE
T-b2d025,A-3793ee,6/26/2024,6/27/2024 20:00,44,low,176,,FALSE
T-65a10b,A-ad3abd,8/16/2023,8/16/2023 13:00,13,medium,12,3,FALSE
T-0c9c88,A-0baac2,7/10/2024,7/12/2024 5:00,53,high,89,5,FALSE
T-0eef43,A-fa2041,3/30/2024,3/30/2024 16:00,16,low,99,3,FALSE
T-662a1c,A-e19ff6,2/1/2023,2/2/2023 8:00,32,urgent,74,5,FALSE
T-f37486,A-7641d3,2/3/2023,2/3/2023 5:00,5,urgent,123,5,TRUE
T-633fa7,A-054577,9/1/2023,9/2/2023 22:00,46,urgent,70,4,FALSE
T-a291f6,A-e98302,9/28/2023,10/1/2023 0:00,72,urgent,178,4,FALSE
T-bf9878,A-3ce5b8,11/15/2024,11/17/2024 19:00,67,urgent,15,3,FALSE
T-3345a4,A-6da850,12/21/2024,12/23/2024 9:00,57,low,112,4,FALSE
T-d99655,A-712533,11/26/2024,11/28/2024 0:00,48,high,104,,FALSE
T-2166d3,A-aa9511,1/11/2023,1/13/2023 8:00,56,high,136,4,FALSE
T-698b5a,A-d62e02,5/4/2024,5/5/2024 12:00,36,high,31,4,FALSE
T-4c47b4,A-f03140,2/29/2024,2/29/2024 8:00,8,low,152,5,FALSE
T-7da6d5,A-781cc0,12/17/2024,12/19/2024 16:00,64,high,162,3,FALSE
T-5e536f,A-40906c,10/21/2024,10/22/2024 8:00,32,medium,91,,FALSE
T-b94ce2,A-1f559b,12/10/2024,12/11/2024 18:00,42,urgent,142,5,FALSE
T-411de2,A-c9bb3e,9/27/2023,9/29/2023 21:00,69,low,7,5,FALSE
T-458b18,A-22f2df,5/23/2024,5/25/2024 22:00,70,urgent,60,5,FALSE
T-3171ab,A-4c56c9,8/26/2024,8/26/2024 9:00,9,low,10,4,FALSE
T-5435e7,A-7c83a1,4/10/2024,4/12/2024 8:00,56,high,140,3,FALSE
T-9c0369,A-34ea2f,9/24/2023,9/25/2023 16:00,40,low,30,4,FALSE
T-4a3162,A-bcbe98,8/21/2023,8/22/2023 7:00,31,urgent,112,5,FALSE
T-3e6e13,A-e1462e,8/2/2024,8/2/2024 12:00,12,urgent,115,3,FALSE
T-d9ea42,A-b11cd0,5/23/2023,5/24/2023 12:00,36,medium,158,5,FALSE
T-c0b9bc,A-f03140,6/15/2023,6/16/2023 7:00,31,urgent,143,3,FALSE
T-ddae37,A-cc98bc,3/24/2023,3/24/2023 10:00,10,low,83,,FALSE
T-ebb598,A-84ebe4,9/6/2023,9/8/2023 19:00,67,low,132,4,FALSE
T-008e20,A-b78bf8,12/17/2024,12/19/2024 1:00,49,urgent,94,3,FALSE
T-b41d5c,A-9289f6,9/15/2023,9/15/2023 5:00,5,high,71,,FALSE
T-e45dfb,A-0f6450,4/8/2023,4/8/2023 16:00,16,medium,173,4,FALSE
T-d6f0ba,A-30b4ca,5/15/2024,5/17/2024 4:00,52,low,69,,FALSE
T-41e58d,A-9bfc9f,2/29/2024,2/29/2024 4:00,4,high,170,,FALSE
T-129715,A-54ecc2,7/6/2023,7/8/2023 22:00,70,high,97,,FALSE
T-fa3300,A-bcf664,7/3/2024,7/6/2024 0:00,72,low,80,,FALSE
T-fa177b,A-e2cd1b,7/28/2023,7/30/2023 13:00,61,low,29,4,FALSE
T-95c3dd,A-fabe19,1/6/2024,1/7/2024 19:00,43,high,15,4,FALSE
T-57d464,A-671f31,11/7/2023,11/8/2023 20:00,44,high,146,4,FALSE
T-f97334,A-c45b23,11/2/2024,11/3/2024 18:00,42,urgent,75,,FALSE
T-c2f40f,A-1f0636,8/22/2024,8/22/2024 17:00,17,high,68,3,FALSE
T-6c2263,A-82861f,9/14/2024,9/14/2024 17:00,17,medium,150,3,FALSE
T-9ac5fe,A-068fc6,4/25/2024,4/26/2024 10:00,34,urgent,106,4,FALSE
T-70987d,A-1f7acb,12/5/2024,12/7/2024 9:00,57,high,178,,FALSE
T-96ccc2,A-186a44,12/30/2024,12/31/2024 0:00,24,high,146,4,FALSE
T-04fe85,A-6f8ad2,9/24/2023,9/24/2023 6:00,6,high,121,4,FALSE
T-8ab6ea,A-dcc3f1,8/20/2024,8/21/2024 21:00,45,high,153,,FALSE
T-7cb39d,A-3be56b,12/22/2023,12/22/2023 14:00,14,medium,32,3,FALSE
T-831e11,A-cb6cc6,6/26/2024,6/26/2024 5:00,5,low,90,,FALSE
T-95d237,A-cb5333,4/25/2023,4/25/2023 13:00,13,high,54,,FALSE
T-b251a1,A-20736a,1/8/2024,1/9/2024 1:00,25,urgent,11,3,FALSE
T-06628f,A-4e960a,10/31/2023,11/2/2023 6:00,54,urgent,95,,FALSE
T-452a96,A-2ebb4b,4/5/2024,4/6/2024 12:00,36,low,149,3,FALSE
T-702e0f,A-96e141,1/26/2024,1/27/2024 22:00,46,high,17,4,FALSE
T-710a02,A-1b7577,5/31/2024,5/31/2024 10:00,10,medium,37,3,FALSE
T-ca831e,A-9b9fe9,12/21/2024,12/21/2024 8:00,8,high,127,,FALSE
T-073728,A-b9eed8,3/3/2023,3/3/2023 22:00,22,medium,116,,TRUE
T-088e00,A-3b37d9,3/16/2023,3/18/2023 15:00,63,high,107,,FALSE
T-c9862e,A-96215d,8/4/2023,8/5/2023 1:00,25,urgent,115,3,FALSE
T-321bf6,A-5ed98d,6/28/2023,6/30/2023 17:00,65,urgent,79,5,FALSE
T-1df716,A-0b0d6d,10/9/2024,10/11/2024 1:00,49,medium,145,,FALSE
T-69edbb,A-c16cf7,10/24/2024,10/26/2024 9:00,57,low,46,4,FALSE
T-44cfed,A-592832,12/2/2023,12/4/2023 0:00,48,high,68,,FALSE
T-7d169d,A-4a4c2d,6/7/2023,6/8/2023 7:00,31,medium,121,,FALSE
T-1b9875,A-98a59a,9/8/2024,9/10/2024 13:00,61,low,48,5,FALSE
T-0ec7ca,A-e4bf56,2/13/2024,2/14/2024 11:00,35,low,59,3,FALSE
T-22aa61,A-4a4c2d,4/29/2023,5/1/2023 3:00,51,low,74,4,FALSE
T-ec55d4,A-9c18c4,7/24/2023,7/26/2023 21:00,69,urgent,67,5,FALSE
T-cee095,A-e08cd3,4/23/2023,4/24/2023 17:00,41,high,129,,FALSE
T-45f75a,A-dcc3f1,8/17/2024,8/18/2024 0:00,24,high,71,,FALSE
T-8b2aa1,A-65a46c,3/18/2024,3/19/2024 13:00,37,medium,118,,FALSE
T-a617b9,A-1d5444,6/1/2024,6/3/2024 7:00,55,high,29,4,FALSE
T-1850d3,A-0158bb,1/11/2024,1/12/2024 8:00,32,urgent,50,3,FALSE
T-a1bc5a,A-7c6b6b,6/24/2024,6/26/2024 1:00,49,low,41,,FALSE
T-361ccf,A-ce66f8,12/6/2024,12/7/2024 9:00,33,low,33,4,FALSE
T-0416e6,A-44dc83,8/31/2023,9/1/2023 11:00,35,high,120,5,FALSE
T-c1de5f,A-a09355,10/13/2023,10/15/2023 22:00,70,urgent,28,,FALSE
T-15233b,A-c62e55,9/24/2023,9/24/2023 15:00,15,low,8,,FALSE
T-2e0ccd,A-3b37d9,9/30/2023,10/1/2023 17:00,41,low,111,,FALSE
T-488392,A-bd4513,12/30/2024,12/30/2024 10:00,10,high,12,5,FALSE
T-2be50d,A-3a5ad8,12/26/2024,12/26/2024 14:00,14,urgent,16,5,FALSE
T-6ce2af,A-ccabf0,4/22/2023,4/23/2023 11:00,35,high,156,4,FALSE
T-f1d9e6,A-5a215a,6/10/2024,6/10/2024 18:00,18,medium,4,3,FALSE
T-64293a,A-8ae3fc,4/27/2024,4/29/2024 11:00,59,high,65,4,FALSE
T-9ea26e,A-50bb9f,4/15/2023,4/15/2023 5:00,5,medium,88,,FALSE
T-5fbdb4,A-2789e3,1/6/2024,1/6/2024 20:00,20,medium,116,4,FALSE
T-627615,A-dec005,5/4/2023,5/6/2023 4:00,52,high,124,,FALSE
T-7b13df,A-ac85cd,8/1/2024,8/1/2024 23:00,23,low,35,,FALSE
T-3118d4,A-df1e44,11/22/2024,11/24/2024 20:00,68,high,128,,FALSE
T-9ac4b7,A-42b791,4/5/2023,4/7/2023 2:00,50,medium,20,,FALSE
T-5d1f63,A-c42f1f,8/16/2023,8/16/2023 3:00,3,low,11,3,FALSE
T-f81be8,A-503d5a,10/29/2024,10/31/2024 15:00,63,low,57,4,FALSE
T-a952c0,A-855a48,4/18/2023,4/20/2023 0:00,48,high,125,4,FALSE
T-2bafb7,A-7d514c,12/7/2024,12/9/2024 4:00,52,high,39,,FALSE
T-1761af,A-50bb9f,8/2/2023,8/4/2023 15:00,63,low,29,4,FALSE
T-ca8e8f,A-c608c8,8/16/2024,8/18/2024 10:00,58,low,93,,FALSE
T-38dc90,A-6dee43,2/5/2023,2/8/2023 0:00,72,high,9,5,FALSE
T-e2a819,A-508199,3/5/2024,3/7/2024 12:00,60,low,123,3,FALSE
T-b1654b,A-3c1a3f,11/10/2023,11/12/2023 3:00,51,high,63,,FALSE
T-9d2c2c,A-425e76,3/5/2024,3/7/2024 12:00,60,medium,50,,FALSE
T-759461,A-45ce7a,2/10/2023,2/12/2023 12:00,60,low,87,4,FALSE
T-a6d9f2,A-4437e4,11/3/2024,11/3/2024 2:00,2,urgent,168,,FALSE
T-88e515,A-1f0ac7,4/9/2023,4/10/2023 20:00,44,high,174,,FALSE
T-6af11a,A-4ef964,6/10/2023,6/12/2023 10:00,58,medium,47,,FALSE
T-e85a54,A-7dacce,3/16/2024,3/18/2024 12:00,60,urgent,129,4,FALSE
T-5b2cc5,A-e4bf56,8/1/2024,8/1/2024 7:00,7,low,169,,FALSE
T-236dda,A-09316c,6/28/2024,6/30/2024 4:00,52,high,110,5,TRUE
T-17e9a8,A-296d7c,7/5/2023,7/7/2023 23:00,71,low,118,4,FALSE
T-0892d2,A-4f18f0,7/4/2023,7/4/2023 4:00,4,low,80,3,FALSE
T-2099b8,A-d4e0d4,8/18/2024,8/20/2024 5:00,53,high,119,3,FALSE
T-739439,A-67be94,11/28/2024,11/29/2024 5:00,29,high,32,3,FALSE
T-9f3c3d,A-417d2f,5/1/2023,5/2/2023 5:00,29,low,74,,FALSE
T-a5d583,A-462d45,1/11/2024,1/12/2024 12:00,36,high,111,,FALSE
T-a38b5d,A-fe79a5,12/1/2023,12/2/2023 10:00,34,low,32,,FALSE
T-3ff542,A-855a48,7/10/2024,7/12/2024 17:00,65,low,96,3,FALSE
T-22582a,A-4ef964,11/25/2024,11/27/2024 17:00,65,medium,151,5,FALSE
T-0bea7d,A-5b4ebb,8/3/2023,8/5/2023 5:00,53,low,31,4,FALSE
T-cc11bd,A-977ca0,11/21/2024,11/23/2024 16:00,64,urgent,152,4,FALSE
T-95369a,A-c37601,6/11/2023,6/12/2023 14:00,38,low,124,4,FALSE
T-7507e8,A-e83938,8/10/2023,8/13/2023 0:00,72,medium,26,,FALSE
T-9b3f6c,A-ba6516,12/25/2024,12/25/2024 15:00,15,medium,44,4,FALSE
T-f7b50d,A-309e54,1/6/2024,1/6/2024 2:00,2,urgent,66,,FALSE
T-9a1a87,A-671f31,7/7/2023,7/8/2023 7:00,31,high,32,5,FALSE
T-b386f0,A-5a3eb9,4/8/2024,4/8/2024 5:00,5,medium,129,,FALSE
T-19bc1e,A-a45270,2/6/2024,2/8/2024 15:00,63,high,162,,FALSE
T-0f97f5,A-7f4db3,5/12/2023,5/12/2023 19:00,19,low,153,3,FALSE
T-b91d49,A-fb186e,2/7/2024,2/7/2024 7:00,7,urgent,107,3,FALSE
T-3b3bad,A-39ddf4,3/13/2024,3/14/2024 3:00,27,medium,116,4,FALSE
T-499df5,A-625d0b,5/21/2023,5/22/2023 21:00,45,urgent,31,,FALSE
T-6dd363,A-40a557,7/5/2024,7/6/2024 18:00,42,medium,150,3,FALSE
T-53723b,A-f19409,4/30/2023,4/30/2023 13:00,13,medium,45,,FALSE
T-afc27c,A-684255,7/29/2024,7/29/2024 17:00,17,low,95,,TRUE
T-f01315,A-956988,11/22/2024,11/24/2024 9:00,57,urgent,153,3,FALSE
T-2184bf,A-4e960a,3/30/2023,3/31/2023 8:00,32,urgent,15,3,FALSE
T-b23b9f,A-65c341,4/15/2023,4/17/2023 7:00,55,low,109,,FALSE
T-3444f4,A-902ef7,11/28/2023,11/30/2023 12:00,60,urgent,40,4,FALSE
T-7431ee,A-c70870,6/5/2023,6/7/2023 13:00,61,high,171,,FALSE
T-935963,A-bcbe98,9/12/2024,9/12/2024 5:00,5,low,85,4,FALSE
T-7a95e0,A-0baac2,12/16/2023,12/16/2023 7:00,7,low,54,,FALSE
T-eb97d9,A-32fb14,7/22/2024,7/22/2024 21:00,21,urgent,115,,FALSE
T-d6707b,A-7df7a7,4/24/2023,4/26/2023 2:00,50,high,5,5,FALSE
T-b7489a,A-71615e,1/12/2024,1/14/2024 1:00,49,medium,77,,FALSE
T-06f51b,A-7dacce,1/20/2023,1/21/2023 2:00,26,high,5,4,FALSE
T-f35250,A-151c9a,5/31/2024,6/1/2024 15:00,39,high,137,4,FALSE
T-7dedc0,A-a8d89d,3/26/2024,3/27/2024 5:00,29,low,146,5,FALSE
T-c248c0,A-0baac2,6/5/2024,6/7/2024 11:00,59,high,54,3,FALSE
T-bd44ab,A-bcf87c,12/19/2023,12/21/2023 8:00,56,medium,59,5,FALSE
T-060d32,A-854864,3/18/2023,3/20/2023 14:00,62,high,177,5,FALSE
T-4b7f17,A-354f12,8/13/2023,8/14/2023 23:00,47,medium,171,,FALSE
T-8ea29d,A-ee42db,3/30/2023,3/30/2023 14:00,14,high,164,,FALSE
T-0217dd,A-484819,2/5/2023,2/5/2023 19:00,19,urgent,78,5,FALSE
T-8c0ca5,A-cbbe12,2/5/2024,2/6/2024 15:00,39,high,158,,FALSE
T-c15cd8,A-e3bd71,11/24/2023,11/26/2023 6:00,54,medium,132,5,FALSE
T-08abd6,A-dfbd31,3/7/2023,3/8/2023 10:00,34,medium,72,3,FALSE
T-6f6f56,A-fd9422,3/18/2024,3/20/2024 6:00,54,low,157,3,FALSE
T-4dc394,A-3f9cc0,4/26/2023,4/26/2023 2:00,2,medium,159,4,FALSE
T-a594a0,A-4bfa33,5/20/2023,5/20/2023 19:00,19,medium,84,4,FALSE
T-46fbb6,A-69fad4,7/27/2023,7/29/2023 6:00,54,low,167,,FALSE
T-88aac2,A-c9bb3e,12/9/2023,12/10/2023 5:00,29,urgent,161,4,FALSE
T-65364e,A-5f7781,5/26/2024,5/26/2024 6:00,6,high,63,,FALSE
T-fa9585,A-0a282f,10/26/2024,10/26/2024 18:00,18,medium,144,4,FALSE
T-0afa9f,A-e08cd3,11/2/2023,11/3/2023 17:00,41,low,79,,FALSE
T-88f56c,A-1f7acb,4/22/2023,4/23/2023 13:00,37,urgent,146,3,FALSE
T-a28b90,A-b30291,5/15/2023,5/15/2023 16:00,16,urgent,1,,FALSE
T-c27824,A-54ecc2,2/16/2023,2/16/2023 7:00,7,low,55,5,FALSE
T-fa10d0,A-0651a4,9/11/2023,9/11/2023 3:00,3,urgent,18,,FALSE
T-3b0545,A-c16101,3/10/2023,3/11/2023 0:00,24,high,168,,FALSE
T-c67f26,A-e2cd1b,7/3/2024,7/4/2024 3:00,27,urgent,72,5,FALSE
T-c779b5,A-50bb9f,8/14/2024,8/15/2024 23:00,47,urgent,33,,FALSE
T-4291f4,A-1ac5e0,5/21/2024,5/22/2024 18:00,42,high,136,3,FALSE
T-ad61d7,A-271f46,2/9/2023,2/10/2023 12:00,36,medium,79,,FALSE
T-6b1bf1,A-180abf,1/20/2024,1/21/2024 10:00,34,medium,5,3,FALSE
T-00183b,A-37f969,9/6/2023,9/6/2023 6:00,6,medium,5,4,FALSE
T-d37bb3,A-524364,10/25/2024,10/25/2024 19:00,19,urgent,57,4,FALSE
T-2e3ee5,A-9bfc9f,9/21/2024,9/21/2024 13:00,13,low,45,,FALSE
T-fbe6c4,A-526d93,10/26/2023,10/29/2023 0:00,72,high,148,3,TRUE
T-1d1488,A-90a8c8,2/1/2023,2/3/2023 11:00,59,urgent,71,4,FALSE
T-34c636,A-2922b6,11/13/2024,11/13/2024 4:00,4,high,70,4,FALSE
T-0aacaa,A-671f31,2/2/2023,2/3/2023 2:00,26,urgent,22,,FALSE
T-3c9151,A-59f724,12/15/2024,12/16/2024 5:00,29,urgent,146,4,FALSE
T-3915f7,A-310452,4/10/2024,4/10/2024 11:00,11,medium,139,3,FALSE
T-b7fe89,A-bad8c1,4/27/2024,4/28/2024 3:00,27,high,49,4,FALSE
T-f47516,A-db5e9e,1/11/2024,1/13/2024 20:00,68,low,18,5,FALSE
T-12e968,A-de58ca,12/7/2023,12/9/2023 11:00,59,medium,125,,FALSE
T-0037fe,A-e4bf56,5/2/2023,5/2/2023 4:00,4,urgent,78,3,FALSE
T-01bdb9,A-625d0b,11/20/2023,11/21/2023 19:00,43,low,34,3,FALSE
T-ee390f,A-410e86,3/18/2024,3/18/2024 22:00,22,medium,125,4,FALSE
T-8d7ff3,A-eb7fac,9/15/2023,9/15/2023 5:00,5,urgent,147,,FALSE
T-2572b1,A-712f1c,11/10/2023,11/11/2023 18:00,42,urgent,88,5,FALSE
T-45bddf,A-a45270,1/1/2024,1/3/2024 21:00,69,urgent,120,,FALSE
T-4537a8,A-7c5768,10/14/2024,10/14/2024 5:00,5,urgent,150,3,FALSE
T-6804d9,A-39b19f,4/13/2023,4/15/2023 11:00,59,high,26,3,FALSE
T-1df6ee,A-34d880,7/12/2024,7/13/2024 8:00,32,low,131,3,FALSE
T-6511fb,A-1e1b80,5/25/2023,5/26/2023 7:00,31,high,32,3,FALSE
T-7ad7ec,A-d4ac0e,6/28/2024,6/29/2024 4:00,28,high,53,,FALSE
T-1c02f2,A-417d2f,11/18/2023,11/19/2023 20:00,44,urgent,113,4,FALSE
T-0374bc,A-f446b6,12/6/2023,12/7/2023 14:00,38,urgent,53,3,FALSE
T-5d8f79,A-fb186e,7/28/2024,7/29/2024 11:00,35,medium,92,,FALSE
T-cee549,A-b07346,11/12/2024,11/12/2024 5:00,5,urgent,37,3,FALSE
T-fe219c,A-2d1036,3/22/2023,3/24/2023 16:00,64,high,3,4,FALSE
T-2912e9,A-5ed98d,2/13/2023,2/13/2023 14:00,14,medium,133,,FALSE
T-c78f8a,A-e4144b,11/4/2023,11/6/2023 14:00,62,medium,175,4,FALSE
T-429ce0,A-39ddf4,5/31/2023,5/31/2023 1:00,1,high,17,5,FALSE
T-f72f97,A-de24d5,6/27/2024,6/28/2024 17:00,41,medium,99,3,FALSE
T-d1723a,A-328bd0,9/4/2023,9/4/2023 8:00,8,medium,57,,FALSE
T-512dec,A-0532a9,12/16/2023,12/17/2023 1:00,25,medium,127,,FALSE
T-36b118,A-84ebe4,7/18/2023,7/18/2023 11:00,11,high,128,,FALSE
T-bd85e1,A-3a5ad8,9/2/2024,9/4/2024 17:00,65,high,22,4,FALSE
T-089718,A-812c5b,1/6/2023,1/6/2023 13:00,13,medium,105,,FALSE
T-4f0baf,A-94d3da,9/13/2023,9/14/2023 3:00,27,urgent,60,,FALSE
T-ced7f6,A-f1f639,9/18/2024,9/18/2024 19:00,19,low,27,5,FALSE
T-cfb0cf,A-10b8da,4/18/2023,4/19/2023 9:00,33,low,77,3,FALSE
T-769e8b,A-35083d,9/24/2023,9/25/2023 9:00,33,high,176,5,FALSE
T-f0b00c,A-4437e4,11/16/2024,11/16/2024 18:00,18,medium,179,3,FALSE
T-c0657b,A-9289f6,6/12/2023,6/14/2023 2:00,50,low,155,,FALSE
T-4db443,A-08e34e,3/29/2024,3/30/2024 7:00,31,low,15,,FALSE
T-19a57f,A-2edab2,10/18/2023,10/20/2023 0:00,48,low,34,,FALSE
T-8639ca,A-8e47ca,9/30/2023,10/3/2023 0:00,72,medium,145,5,TRUE
T-26d259,A-712f1c,10/26/2023,10/28/2023 8:00,56,low,96,4,FALSE
T-cc9f02,A-5790f4,10/19/2024,10/20/2024 6:00,30,urgent,80,,FALSE
T-d3c23c,A-396e5f,8/25/2023,8/25/2023 2:00,2,low,166,,FALSE
T-35e9e6,A-b7b7b7,8/12/2023,8/13/2023 17:00,41,medium,37,5,FALSE
T-36db9a,A-6a7c9d,3/9/2023,3/11/2023 0:00,48,high,125,5,FALSE
T-9130f4,A-3d957b,3/2/2024,3/3/2024 2:00,26,high,73,,FALSE
T-52b693,A-e61e98,2/17/2024,2/18/2024 0:00,24,high,10,5,FALSE
T-97f5bb,A-31ab9a,12/25/2024,12/25/2024 21:00,21,medium,6,3,FALSE
T-633a99,A-016043,4/13/2024,4/13/2024 12:00,12,high,63,,FALSE
T-678cb9,A-463db0,2/8/2023,2/10/2023 18:00,66,medium,39,4,FALSE
T-a5b987,A-158f4e,1/27/2023,1/27/2023 23:00,23,high,156,,FALSE
T-94fe73,A-3a7284,8/16/2024,8/18/2024 19:00,67,urgent,56,4,FALSE
T-399f72,A-37f969,12/15/2023,12/15/2023 11:00,11,high,154,3,FALSE
T-8f66c9,A-c1dfe1,7/8/2024,7/10/2024 17:00,65,high,110,,FALSE
T-ec5618,A-1986ca,9/7/2024,9/9/2024 14:00,62,low,175,3,FALSE
T-1160c9,A-afa505,9/24/2023,9/25/2023 13:00,37,medium,58,3,FALSE
T-512f1f,A-fd9422,12/5/2023,12/6/2023 13:00,37,high,141,3,FALSE
T-2d97f8,A-4814a3,2/15/2024,2/16/2024 0:00,24,urgent,20,4,FALSE
T-ce367c,A-533452,7/27/2024,7/27/2024 20:00,20,urgent,30,,FALSE
T-10fe26,A-560d27,12/22/2023,12/22/2023 4:00,4,medium,29,5,FALSE
T-9bb4f6,A-7f4db3,5/20/2024,5/20/2024 8:00,8,medium,14,4,FALSE
T-a2dd12,A-18793f,10/1/2023,10/2/2023 9:00,33,high,168,4,FALSE
T-1742e2,A-7dacce,2/13/2024,2/14/2024 13:00,37,high,32,,FALSE
T-a661ac,A-9b9fe9,11/30/2023,12/2/2023 23:00,71,low,161,4,FALSE
T-17de9f,A-3932db,12/14/2023,12/15/2023 10:00,34,medium,46,,FALSE
T-b7bd24,A-9f0b68,9/11/2023,9/12/2023 13:00,37,low,78,,FALSE
T-04752b,A-9badbd,3/8/2023,3/9/2023 4:00,28,high,155,,FALSE
T-90e0e9,A-89ee83,5/14/2024,5/16/2024 3:00,51,medium,36,4,FALSE
T-77863a,A-e60f9d,1/27/2024,1/29/2024 23:00,71,urgent,132,,FALSE
T-eecc2f,A-c9bb3e,12/5/2024,12/5/2024 4:00,4,high,73,,FALSE
T-6014e5,A-e7beab,10/16/2023,10/18/2023 9:00,57,high,161,3,FALSE
T-0a20f3,A-7f6b86,7/3/2023,7/5/2023 17:00,65,medium,156,3,FALSE
T-415f6a,A-bd4708,12/3/2023,12/4/2023 5:00,29,urgent,2,,FALSE
T-afb450,A-e83938,5/22/2024,5/23/2024 17:00,41,low,171,,FALSE
T-b8b946,A-cc1d8d,4/9/2024,4/11/2024 14:00,62,medium,126,,FALSE
T-e771c5,A-0f3e88,7/28/2024,7/30/2024 17:00,65,low,4,,FALSE
T-65eac5,A-b07b56,4/19/2023,4/19/2023 15:00,15,urgent,104,,FALSE
T-4ad95c,A-118d55,12/3/2024,12/5/2024 2:00,50,medium,122,,FALSE
T-7bfd11,A-bb1eaa,6/4/2024,6/5/2024 0:00,24,low,11,,FALSE
T-55f338,A-cdf020,1/16/2023,1/16/2023 12:00,12,high,5,3,FALSE
T-30918a,A-c7ffc2,2/28/2024,3/1/2024 17:00,65,high,29,3,FALSE
T-035ec1,A-df10db,9/11/2024,9/13/2024 21:00,69,medium,127,3,FALSE
T-35cdd0,A-c16101,8/31/2024,8/31/2024 17:00,17,high,67,,FALSE
T-43635f,A-de58ca,11/5/2024,11/6/2024 10:00,34,medium,152,4,FALSE
T-192ed5,A-3932db,9/22/2024,9/24/2024 13:00,61,low,74,,FALSE
T-890bef,A-39ddf4,1/11/2023,1/11/2023 7:00,7,high,109,4,FALSE
T-dd8c7f,A-439b2f,1/23/2024,1/24/2024 6:00,30,urgent,66,,FALSE
T-c88d4c,A-82d8a6,9/9/2024,9/11/2024 5:00,53,urgent,163,4,FALSE
T-30e7ba,A-31ab9a,1/17/2024,1/18/2024 23:00,47,high,58,,FALSE
T-cfbf16,A-249769,10/12/2024,10/14/2024 15:00,63,low,13,5,FALSE
T-ab3873,A-8b0451,1/9/2023,1/9/2023 16:00,16,urgent,115,,FALSE
T-db8ee9,A-05f0e5,6/6/2024,6/6/2024 13:00,13,medium,58,4,FALSE
T-11a32d,A-94c3cd,11/5/2023,11/7/2023 6:00,54,urgent,86,,TRUE
T-01fc55,A-faa28c,7/25/2023,7/27/2023 22:00,70,urgent,22,5,FALSE
T-d1168e,A-65a46c,4/9/2024,4/11/2024 3:00,51,urgent,103,5,FALSE
T-23bb61,A-756192,6/16/2024,6/17/2024 12:00,36,low,171,3,FALSE
T-ac09fb,A-751bd4,9/13/2023,9/13/2023 15:00,15,high,97,,FALSE
T-ed8926,A-32728c,3/11/2023,3/12/2023 5:00,29,medium,72,4,FALSE
T-675f77,A-af0cd2,8/16/2023,8/18/2023 10:00,58,low,173,,FALSE
T-0134fb,A-c16101,12/8/2024,12/9/2024 10:00,34,urgent,70,,TRUE
T-5cfb64,A-5a92e7,8/15/2024,8/17/2024 21:00,69,low,136,,FALSE
T-27abc5,A-4c56c9,1/6/2024,1/8/2024 2:00,50,high,61,3,FALSE
T-0b8b7d,A-3b5cd1,4/18/2023,4/19/2023 0:00,24,low,53,,FALSE
T-30849e,A-e51ec7,3/3/2023,3/3/2023 15:00,15,low,99,,FALSE
T-5dc1bf,A-86cdb4,3/29/2024,3/30/2024 9:00,33,urgent,129,,FALSE
T-0cfcc4,A-69fad4,9/13/2024,9/13/2024 1:00,1,urgent,164,4,FALSE
T-1f3e8a,A-f03140,5/8/2023,5/8/2023 12:00,12,medium,132,,FALSE
T-4bfec4,A-09316c,11/12/2024,11/13/2024 16:00,40,low,105,3,FALSE
T-2fdfe5,A-05d3b3,5/14/2024,5/15/2024 15:00,39,low,114,4,FALSE
T-07ff37,A-b54c01,1/7/2024,1/8/2024 18:00,42,high,106,,FALSE
T-484790,A-0f6450,12/13/2023,12/14/2023 18:00,42,urgent,102,,FALSE
T-37b3f3,A-e40f45,2/26/2024,2/26/2024 21:00,21,high,132,5,FALSE
T-a96055,A-e43bf7,11/27/2024,11/29/2024 1:00,49,medium,9,4,FALSE
T-a1823c,A-50bb9f,8/17/2024,8/19/2024 8:00,56,urgent,25,,FALSE
T-5faeda,A-92a333,6/3/2023,6/3/2023 4:00,4,high,55,,FALSE
T-ac9630,A-13466a,11/11/2023,11/11/2023 5:00,5,high,130,5,FALSE
T-d890d5,A-6da850,9/22/2023,9/22/2023 12:00,12,high,131,,FALSE
T-37e292,A-ac14bb,6/12/2024,6/13/2024 4:00,28,low,38,4,FALSE
T-4c0c16,A-6dee43,7/19/2024,7/21/2024 21:00,69,urgent,108,,FALSE
T-2873de,A-10b8f2,1/31/2024,1/31/2024 12:00,12,low,59,3,FALSE
T-b5076f,A-712533,8/7/2024,8/9/2024 19:00,67,medium,53,3,FALSE
T-68fee5,A-5ed98d,3/12/2024,3/12/2024 16:00,16,urgent,114,,FALSE
T-3329cb,A-592832,4/30/2024,4/30/2024 9:00,9,low,123,5,FALSE
